username,clientes
https://safratendimento.online/,safra
americanas.bloxburg,americanas
bradesco.modulosacpf.com,bradesco
www.ne12bradscontempresanet.link,bradesco
https://www.bvrefinanciamento.fefcorretora.online/,bv financeira
emprestimosinter,banco inter
https://instagram.com/banco_digital_c6,c6 bank
concreditoconsignados.com.br,desconhecido
dermaclub.mx,dermaclub
diogosmg,desconhecido
https://xn--corrrespondenteficsagorac6-ylc.com/,c6 bank
vendedormercadolivre.com,mercado livre
sac-bradesco.com,bradesco
quintoandarafiliado,quinto andar
https://apkdom.com/hl-pt/apk/1441643-inter-cart-o-de-cr-dito-e-pix-apk-11.4.3/,banco inter
appresgatebb.com,banco do brasil
americanas_sa_ibotirama,americanas
bancosafra_emcastanhalpa,safra
btgp.actual.online,btg pactual
bv.investimentos,bv financeira
isla__oficiall,desconhecido
nthwave.net,desconhecido
https://instagram.com/0027contas_,c6 bank
anasaudebradesco,bradesco
bradesco-fidelidade-pontos-em-dobro.com,bradesco
http://autodiscover.towncryers.com/,desconhecido
bancovolkswagenfin.wixsite.com/my-site,banco volkswagen
suporte_online_app,desconhecido
claudia.jkm7,desconhecido
aten.dimentobvfinanceira,bv financeira
bbcontestacao.com,banco do brasil
https://apkpure.com/br/csonline-ra%C3%ADzen/com.raizen.csonline,raizen
https://c6consignadoouvido.wixsite.com/my-site,c6 bank
bvnegociar.com,bv financeira
https://instagram.com/ifood_brasil_suporte7,ifood
cieloleogomes,cielo
particulares-bancosantander0b.duckdns.org,santander
mercadopago-login.xyz,mercado livre
rodobens_felipe18,rodobens
americanas2.com,americanas
suporte__carol_,desconhecido
nubankfacilidades,nubank
raizen.company,raizen
eventosdeveiculosrodobens.com,rodobens
bancosantanderfinanciamento,santander
americanas3.com,americanas
*.carnavalmovida.com.br,movida
suportebancopan031,banco pan
contasimples.online,conta simples
daphneseminovosmovida,movida
pix-bradesco-homologa.pfacil.com.br,bradesco
bancobradesco-pontos.club,bradesco
segurosltda.online,desconhecido
nubank-seguro.com,nubank
santanders.online,santander
www.tiktok.com/@petrobrasneobitve,petrobras
https://github.com/Wagner08/servidor/blob/ff4ad2d09fce5bb026763ac1edce2db22ca1a462/Meirasnet4g%20atl,c6 bank
www.btg-cashware.com,btg pactual
crlebjihad.com,desconhecido
livelopontosbradesco.com,bradesco
larissaseminovosmovida,movida
americanasoficialmao,americanas
contasimplles.com,conta simples
genialtinvestiment.top,banco genial
reventa_mercadopago_sn,mercado livre
cejanefalugu,desconhecido
bradesco-seguranca.com,bradesco
atendimentofacil.site,desconhecido
*.mlmercadoeshop.com,mercado livre
anunciarquintoandar.com,quinto andar
https://www.apkmirror.com/apk/raizen-combustiveis/shell-box-pague-combustivel-e-ganhe-beneficios/,raizen
xn--americanasofertasdemaro-jbc.com,americanas
agentes.santandetconsumer.com,santander
https://www.instagram.com/suporte_ifoodsp/,ifood
ww7.emprestimo-nubank-voce-no-controle.com,nubank
bella_zuppo,zup
renegociacao.pan,banco pan
https://www.instagram.com/aymorecarrofinanciado/,santander
lojasamericanas.barrinha,americanas
gerenciador.meiosdepagamentobradesco.com.br,bradesco
https://sites.google.com/view/acesseportalvvww,desconhecido
celso.seminovosmovida,movida
theodora_christakou,desconhecido
https://twitter.com/InterBanco1,banco inter
https://contatoc6consignad.wixsite.com/my-site,c6 bank
https://www.instagram.com/_atendimentoc6bank/,c6 bank
https://www.instagram.com/timeneon_suporte026/,neon
cope.ltelecom,copel
ifoodentregadorfozdoiguacu,ifood
https://www.instagram.com/cuponsifood_br/,ifood
note-eletro.com,desconhecido
quintoandar_corretor,quinto andar
*.bradescosaudepbm.com.br,bradesco
ofertasdescontoame.com,ame digital
https://www.instagram.com/suporte_original01/,banco original
http://octavia-oskol.tmgauto.ru/,desconhecido
https://www.instagram.com/cupomifoodprimeiracompra/,ifood
monicachaves__,desconhecido
www.bancodobrasil.contentusdigital.com.br,banco do brasil
https://www.instagram.com/bankac6/,c6 bank
pixnubank_,nubank
http://mail.kzapad.mbsrv.net/,desconhecido
www.esferapjbonus.online,desconhecido
giselly_banco_do_brasil,banco do brasil
rest.bradescosmiles.com,bradesco
https://www.instagram.com/rodobensmossorooficial/,rodobens
galo_da_nubank,nubank
https://www.instagram.com/jerson.zanlorenzi/,desconhecido
*.btg-capital.com,btg pactual
quintoandar_sancorretor,quinto andar
ofertamericanas.com,americanas
53928719194,desconhecido
https://telechargerapplis.com/fr/android/download/m%C3%A9liuz-dinheiro-de-volta-amp-cupons-d-3.14.3/d6hr/,meliuz
bradescoprime-atendimentosac.westus3.cloudapp.azure.com,bradesco
associadosquintoandar,quinto andar
portalbbseguros.webpremios.digital,banco do brasil
bbappresgate.info,banco do brasil
agente__bancodobrasil,banco do brasil
bancodobrasil.site,banco do brasil
https://sites.google.com/view/centraldeorientao/,desconhecido
americanasscc_,americanas
danieldoquintoandar2,quinto andar
investrodobens,rodobens
https://twitter.com/BancoInterJeni1,banco inter
cursuri-de-inot.ro,desconhecido
*.debitosonlinecpfl.quest,cpfl
*.originalsecurity.ga,banco original
*.livelobb.us,banco do brasil
https://github.com/agilusinformatica/SafraConnector/blob/56acf129035ea796ba7b61fa97dde1c11b5b63e8/controllers/SafraController.js,safra
https://pt.scribd.com/document/613026748/COVID-Deteccao-Qualitativa-de-Coronavirus-2019-NCov,desconhecido
_bancoserasa10,desconhecido
login-clear.online,desconhecido
https://centralvolks.godaddysites.com/,banco volkswagen
https://www.instagram.com/sarrafcamile/,desconhecido
http://mysync.ch/,desconhecido
https://ficsaagorac6consig.webnode.com/,c6 bank
b2b_bancos,desconhecido
*.bradescolivelo.chatempresarial.com,bradesco
gabrieldelas80,desconhecido
https://hsl2020.blendon.com.br/,desconhecido
claudia_dias_originl,banco original
https://apkdl.net/fa/br.com.bb.segmais,banco do brasil
https://taplink.cc/faleconoscohoje?gclid=EAIaIQobChMI_qWSn-bJ-wIVrkFIAB0QowvhEAMYASAAEgKPG_D_BwE,desconhecido
*.resgatabblivelo.me,banco do brasil
c6bank.email,c6 bank
https://www.instagram.com/rodobens_lestedeminas/,rodobens
*.facialnubank.com,nubank
CocoaPods,desconhecido
mila.bohn,desconhecido
www.bradescocorp.interstellarinternational.com,bradesco
praticquiteveicular.website,desconhecido
renegocievw.com,desconhecido
https://www.instagram.com/atendimento_c6bank24honline/,c6 bank
*.bbseguros.webpremios.digital,banco do brasil
jreisam,desconhecido
www.notopodoifood.com.br,ifood
conta-simples-pj.com,conta simples
marquininhas_mercadopagocm,mercado livre
conta-digitalbancointer.com,banco inter
https://www.facebook.com/100068265662393/videos/624665158789440,desconhecido
drogariasaopaulo.bairromatao,dpsp
dinheiroimediato23,desconhecido
www.cetip-entrar.com,b3
jallesmachadoengenharia,jalles machado
www.quallitysaude.primersaude.com.br,desconhecido
veronica.c6bank,c6 bank
https://www.instagram.com/c6bankl/,c6 bank
financas_viviane,desconhecido
https://www.instagram.com/c6bankjania/,c6 bank
*.jrcreditofacil.com.br,desconhecido
www.santander.negocieai.com.br,santander
http://www.naft.tech/,desconhecido
lojistaamericanas.com,americanas
www.ifood.npvendas.com,ifood
consorciosantanderonline,santander
digicob-bradesco.kittou.com.br,bradesco
rodobenss.consorcio,rodobens
https://www.poupexcred.com.br/,poupex
pix-bradesco.pfacil.com.br,bradesco
consorciosrodobens.com,rodobens
https://www.facebook.com/Financeira-e-Consultoria-C6-103663099134959/,c6 bank
claudia.jkm7,desconhecido
https://apkcombo.com/pt/broto/broto.mobile.app/,desconhecido
http://webdisk.sugar-raizen.com/,raizen
www.transportesbradesco.com.br,bradesco
santandermilhas.online,santander
https://pt.scribd.com/document/454027955/ET-3000-00-1500-251-PEK-0010,desconhecido
emprestimo_consignado_bb,banco do brasil
assessoriapan.com,banco pan
bancovotorantimcartoes.com,votorantim
https://trello.com/b/eKY7LPmD/demandas-di%C3%A1ria,c6 bank
bradesco.pjnetempresas.com,bradesco
https://steprimo.com/android/us/app/br.lgfelicio/Fretebras/,fretebras
banco_do_brasil123,banco do brasil
carlos_wb_suport,desconhecido
mercado_libre_maracay,mercado livre
*.cartao-way.app,desconhecido
kerastaseoriginal,banco original
suportec6bank24h__,c6 bank
dev.api.gac.movida.caiena.app,movida
*.liveloclube.me,livelo
https://www.instagram.com/sac.neon.d.f/,neon
https://xn--mliuz-cashback-cupons-e-carto-de-crdito-7id2t9a.apk.gold/,meliuz
bvfinanceira.online1,bv financeira
https://www.instagram.com/emprestimosfacilitadoparatodos/,votorantim
santander.shop,santander
con-leo-americanasb2b.zendesk.com,americanas
https://apptopia.com/google-play/app/br.com.einstein.paciente/intelligence,einstein
https://www.instagram.com/1fabricio_goncalvez/,desconhecido
*.americanassetprotection.com,americanas
shopamericanas.net,americanas
*.mercadolivre-brasil.com,mercado livre
c6bankconsulting,c6 bank
sni.cloudflaressl.com,desconhecido
santander-secure.info,santander
seminovosmovidasaobernardo,movida
*.appfretegrastisamericanasbr.com,americanas
ofertas-de-cartao-de-credito-brasil.xyz,desconhecido
mercado_livre_indaiatuba,mercado livre
https://instagram.com/ifood_cupons_,ifood
bbconsorcios.com,banco do brasil
leonardo.bv.financeira,bv financeira
solange.c6bank,c6 bank
genial_investimentospix,banco genial
ww1.financiamentosantander.com,santander
*.pontolivelo.online,livelo
www.bradescosaudeempresas.com,bradesco
comprar_maquininhas,desconhecido
consorciobbmais,banco do brasil
_concursobancodobrasil_,banco do brasil
http://cpcalendars.993113.duckdns.org/,desconhecido
https://www.instagram.com/superarodobens/,rodobens
investrodobens,rodobens
https://sites.google.com/view/ambevvintetres/p%C3%A1gina-inicial,ambev
americanas.americanasmarketplace.com.br,americanas
https://c6bank1.page.link/mGSi,c6 bank
*.auto-atemdimento-bb-suporte.buzz,banco do brasil
*.mlmercadoeshop.com,mercado livre
petrobrascuringa,petrobras
roraima_assessoria_bv,bv financeira
bradesco.acessonavegador.com,bradesco
mercadolivreprodutos,mercado livre
https://apkpanda.com/de/c6-bank-cartao-de-credito-conta-pf-e-mei-gratis/com.c6bank.app,c6 bank
cielo_brasil1945,cielo
bradescosegurossaude.com.br,bradesco
https://facebook.com/CrediFibra-159060247477025/,banco fibra
lpcambio-bradesco.lionhosts.net.br,bradesco
https://www.instagram.com/suport_neon_on/,neon
https://www.instagram.com/ifood_novorepartimento/,ifood
fb-mailsupport.com,desconhecido
https://www9.app-acesso-rapido-contasiimplles.online/,conta simples
ifood_pedreirasp,ifood
santanderfinaciamento.com,santander
www.pagseguro.gerezim.com.br,pagseguro
santanderconsumer.com.cn,santander
http://www.sherwoods.info/,desconhecido
sales@raizen-brs.com,raizen
jpdigitalmaisbb,banco do brasil
*.saudebradesco.net.br,bradesco
medcelfcmjp,desconhecido
imobiliariaquintoandar,quinto andar
https://www.instagram.com/sac.neon.chat.br/,neon
*.ne12loguindesconetempresas.info,bradesco
leticia_autonomosafrapay,safra
https://www.tiktok.com/@ifoodifood505/?,ifood
https://www.instagram.com/voc6bank/,c6 bank
nubank-reconhecimentofacial.com,nubank
bastilhe_bancoc6,c6 bank
anericanas.com,americanas
maria_bitencoourt,desconhecido
https://genial-investimento.yolasite.com/,banco genial
nubank.seguranca.org,nubank
https://apksos.com/app/br.com.renforce.cpfl,cpfl
ameddigital.com,ame digital
b4bconexaoc6,c6 bank
*.myaccountsantandarconsumerusa.com,santander
https://apkfun.com/down_Shell-Box-pague-combustivel-e-ganhe-vantagens.33805763.html,shell
https://br.joblum.com/job/auxiliar-de-farmacia-cdh/344618,sírio-libanês
https://www.instagram.com/agente___priscila__original/,banco original
www.brasilcacausjc.vocerecicla.com.br,brasil cacau
https://www.instagram.com/c6_solucoes/,c6 bank
ysa_seminovos_movida,movida
https://www.instagram.com/fabricio_gonalvaz/,desconhecido
https://www.instagram.com/layonbancooriginal/,banco original
leiloes-rodobens.com,rodobens
hist-smstoken-bbc.bradesco.com.br,bradesco
disponivelpontos-liveloebradesco.erze.com.tr,bradesco
atendimentosuper.com,desconhecido
www.n12bracssopjnetempresas.digital,bradesco
baixar.ifoodbraganca.com.br,ifood
http://www.raizenbr.eu/,raizen
https://volks2via.godaddysites.com/,banco volkswagen
makeavonbrasil,desconhecido
junior.movidaseminovos,movida
golpebancopan.zecelio.com.br,banco pan
pixcreditosimulacao.site,desconhecido
raizen.qlib.com.br,raizen
*.bancodobrasilc360.com.br,banco do brasil
quitapan.info,banco pan
lojamaisbb,banco do brasil
cosan-brazil.com,cosan
c6bankrosana,c6 bank
van-bradesco.feedz.com.br,bradesco
https://contasimplles.com/login,conta simples
luizapnt.santandersuporte,santander
https://m.playmods.net/pt/apps/will-bank/br.com.meupag,will bank
https://instagram.com/lucas.mclaro1_,claro
https://a.escolhacerta.org/survey-conta-digital-e-cartao-btg-mastercard-gratis?cep=vtJ5jWqRY6epGRvvrCKo0tBtm0sIw7y1JmpE4DWJPfmfESNL4hmWp0tiGEZcmjaMGf9NWS7R3VFP-,btg pactual
site-cliente-resgatebb.co.ua,banco do brasil
https://raizen.healthbit.com.br/,raizen
lojasamericanas817,americanas
https://www.instagram.com/sac.neon.g/,neon
genialfinancas,banco genial
https://www.instagram.com/c6bankk6/,c6 bank
bcsafranegativado,safra
51671287274,desconhecido
aymore_financiamento_santander,santander
_correspondentemaisbb,banco do brasil
contratar_emprestimo_online,desconhecido
americanashoje.com,americanas
https://www.instagram.com/c6bankvale/,c6 bank
bmgconsignado.com,bmg
robledomartin309,desconhecido
minhavwcontato.com,desconhecido
http://hugh.la/,desconhecido
www.autoatendimentof-apj-acesso-bb.com,banco do brasil
fgts_saque_aniversario_,desconhecido
netempresarial741r.com,bradesco
usamedigital_,ame digital
https://m.apkpure.com/br/moura-f%C3%A1cil-entregador/br.com.mourafacil.deliveryman,grupo moura
clust.ars774310029.devops-alert-innova.com,innova
carlos.willbank,will bank
agent_eoriginal,banco original
agente_banco_do_brasil,banco do brasil
bradescresgateseuspontoslivelo.com,bradesco
lucas_costa003,desconhecido
www.atendimentorodobensbrbrasil.com,rodobens
webdisk.bancosatander-webonline.ddns.info,santander
onlypay.zendesk.com,desconhecido
ailos-atualizacao.com,ailos
https://www.instagram.com/c6_bank_brasil/,c6 bank
www.btgcentral.com,btg pactual
gerentebancodobrasil,banco do brasil
livelopontosbradesco.com,bradesco
www.bancosantander-es.com,santander
emprestimosfacil.space,desconhecido
petrobras.cargolinks.com.br,petrobras
americ5318,americanas
bancodobrasil-livelo.com,banco do brasil
https://www.androidfreeware.net/de/download-br-com-petrosaude.html,petrobras
danielcastilhooo,desconhecido
http://dressersroma.nitage1.net/,desconhecido
ameddigital.com,ame digital
creditosantander.com.br,santander
bancodo_.brasil,banco do brasil
joao_maquininha_m.pago,mercado livre
meliuz_emprestimo,meliuz
bbmaiscorban,banco do brasil
53808389050,desconhecido
https://www.instagram.com/p/ChpGK8QOQWy/,desconhecido
https://www.instagram.com/c6.banck/,c6 bank
https://twitter.com/IsabelBancoInt1,banco inter
solucoescopeltelecom,copel
ambev4105.zendesk.com,ambev
https://portalfacilacesso.com/?gclid=EAIaIQobChMIoe6Lwqf6_AIVVENgCh17EQLhEAAYAyAAEgIW6fD_BwE,desconhecido
https://github.com/Thiago18l/Shell/blob/8c90aca73b87d1beac3abcf2d3f131a551b0d268/source/script/semantic.sh,shell
drogariasaopaulomarechal,dpsp
https://instagram.com/alinebiancaferreira?igshid=YmMyMTA2M2Y=,desconhecido
https://btgpactual-digital.com,btg pactual
CocoaPods,desconhecido
willicastroalves_,will bank
ifoodpatos,ifood
americanas.sa_faruk_salmen,americanas
https://aapks.com/apk/fretebras-checkin/version/21186831/,fretebras
https://www.facebook.com/fretebras.drielly.5,fretebras
emprestimo.nubankk,nubank
contasimples-cliente-net.tk,conta simples
*.parceirialivelobb.com,banco do brasil
https://c6.c6consige.com/,c6 bank
bradescosaudefb.cotaplanos.com.br,bradesco
mercadocreditoativo,mercado livre
homolog.ifoodpor1ano.com.br,ifood
mercado_livreaqui,mercado livre
consultoraelainecampos,desconhecido
https://www.instagram.com/emprestimo_online1/,desconhecido
meliuzcontabilidade.com.br,meliuz
HelenCristina19,desconhecido
www.bradesco.planodisaude.com.br,bradesco
https://apkcombo.com/pt/meu-acesso-cartao-pre-pago/br.acesso.acessomobile/,desconhecido
cielo-hom.estatanalytics.online,cielo
br_ifoodbrasil,ifood
https://www.youtube.com/watch?v=Q477hTVqoP4&t=42s,desconhecido
*.conta-simples-online-br.tk,conta simples
joaojustodev,desconhecido
farrageconsorciorodobens,rodobens
*.avon-kazakhstan.ru,desconhecido
https://www.instagram.com/anportilho1/,desconhecido
Luisz576,desconhecido
blackpagseguro.com.br,pagseguro
mercadolivre__ofc,mercado livre
https://atend-cliente.com/2a-via-volkswagen/﻿,banco volkswagen
financeira_c6,c6 bank
locafacilmovida.com.br,movida
rensantander-log.com,santander
volksbank-kontos.giropay-reaktivierung.sbs,banco volkswagen
https://www.instagram.com/timeneon.atendimento_oficial/,neon
bancodobrasil.tech,banco do brasil
https://distribuidorabeesambv.com/,bees
https://sites.google.com/view/paracliente/p%C3%A1gina-inicial,desconhecido
ofertasrelampagoamericanas.com,americanas
sara_banco_pan,banco pan
marcus_buaiz,desconhecido
bradescob2bcompras.com.br,bradesco
https://www.instagram.com/suportedosac/,c6 bank
wvw3autoatendimentogerenciadorbb.eastus.cloudapp.azure.com,desconhecido
www.vrcredemprestimos21.com,desconhecido
compra.bradescoseguros.bilheteria.com.br,bradesco
medicina_medcelsm,desconhecido
contasimplespj.org,conta simples
pamella.c6bank,c6 bank
*.bbpontos-livelo.me,banco do brasil
jusbrasil2.0,jusbrasil
*.ne12bradesnetempresas.com,bradesco
https://www.instagram.com/cupons_ifood.desconto/,ifood
https://apkpure.vip/sq/download/286535/com.raizen.acelera/,raizen
https://www.instagram.com/c6.__suporte/,c6 bank
webmail.bancocenter.net,desconhecido
https://www.instagram.com/c6bankoficial12/,c6 bank
https://7techgirl.com/firestick/br.com.bbseguros.mobinst/bb-seguro-auto,banco do brasil
nu.bank.investimento,nubank
https://www.instagram.com/cuponsifood11/,ifood
https://www.instagram.com/may_yabuta________________/,desconhecido
bradesconto.com,bradesco
https://cetipsolucoes.com.br,b3
bradesco.sacpessoafisica.com,bradesco
medcel_uninovafapi,desconhecido
c6bank_07,c6 bank
http://avisosafrass.site/inicio.php?ok=92WvuHdrKjmvGON/zd-ySEhh-eIp4gxe,safra
https://www.instagram.com/suporte_neon_ajuda/,neon
fabiofortalezaplanos,desconhecido
https://www.instagram.com/bancoc6bank.go/,c6 bank
*.sumareconsorcios.com.br,desconhecido
https://www.instagram.com/consorciodecarrovolkswagen/,banco volkswagen
pontos-livelobb.me,banco do brasil
https://www.instagram.com/ifood_jausp/,ifood
https://apkalso.com/shell-box-2/,shell
suporte_will._,will bank
www.bradesco.ne2empresa.com,bradesco
santanderrio.50,santander
*.amamericanas.com,americanas
https://bmandfbovespa.fileplanet.com/apk,b3
https://instagram.com/meliuz.8,meliuz
https://www.instagram.com/c6bank_01/,c6 bank
celso.seminovosmovida,movida
https://simplescontaentrerapido.com/#/?_ga=sB88WoVhM3mKIMYvFYfw&op=fq7ZzXtriMqSxbDX6YMwdHOtm28c9H04ELkkUnjbX7mr32kmI3qkqfJOFmjMaIBGWDwdZ8ntsoZ1u3MuPBKtqresw2vdahJhx9DLS1uLVZftsjYt6jMRk1mGfSAfe7Y0epjxVRab1SLhLBctYsLWZq6yUs4Vw589XfTFxcP5oJ,conta simples
acionistas_lojas_americanas,americanas
https://www.tiktok.com/@c6bank01/,c6 bank
brunac690,c6 bank
https://appchopc.com/apk/3870624/,desconhecido
c6consig.tegge.com.br,c6 bank
acessoredeamericanas.com,americanas
www.bb-decimoterceiro.agicredsolucoesfinanceiras.com.br,banco do brasil
conveniobradescosaude.com.br,bradesco
bradesco.12netempresa.net,bradesco
https://aproveiteentrecontrapidosimples.com/,conta simples
contrateagora_emprestimos,desconhecido
https://www.instagram.com/fabriciio_goncalvez/,desconhecido
petrobras.storage.pixforcemaps.com,petrobras
resgateliveloapp.com,livelo
pix-bradesco-homologa.pfacil.com.br,bradesco
https://www.instagram.com/itmconexaoc6/,c6 bank
banco_pan2k22,banco pan
https://instagram.com/ifoodcupomm,ifood
https://instagram.com/cupom.ifood.15off,ifood
https://gwf-financeira.mobi/,bv financeira
https://www.instagram.com/sueli_agenteoriginal/,banco original
pop3.eventossiriolibanes.com,sírio-libanês
autodiscover.sugar-raizen.com,raizen
maisbbvelozcredarenapolis,bv financeira
ntup-bradescopessoafisicaservices.uksouth.cloudapp.azure.com,bradesco
genial_investimentos2,banco genial
https://applion.jp/android/app/br.com.bradesco.cartoes/,bradesco
ifood50offf,ifood
bbdigital.online,banco do brasil
https://www.instagram.com/ifoodbrasil_ofc/,ifood
https://twitter.com/DescontosIfood,ifood
agenteoriginalchrislaine,banco original
nubank_ivestimentos,nubank
grupanboleto.com,banco pan
*.acessbradesco.co.ua,bradesco
*.pactualinvestimentos.tk,btg pactual
consultapagseguro.andrebian.com,pagseguro
https://www.instagram.com/ottogs.parenberg/,desconhecido
santander.resgataresfera.com,santander
bv_quitacao_veiculos_,bv financeira
contratar_emprestimos_facil,desconhecido
https://www.facebook.com/joao.ifood.5458,ifood
renato.gerenteoriginal,banco original
bancopan_atendimentoonline,banco pan
https://devolucao-c6-consignado8.webnode.page/,c6 bank
directvgomx,desconhecido
https://www.tiktok.com/@c6bank417/,c6 bank
kaadevicari,desconhecido
raizen.agweather.com.br,raizen
id-contasimples1.online,conta simples
rodobenssegurosjoinville,rodobens
gimaisbbnv,banco do brasil
https://www.instagram.com/suporte__c6bank24h__digital/,c6 bank
*.filminator.com,desconhecido
ahmeddigital.com,ame digital
ferramentas_888,desconhecido
solucoessafrafinanceira23,safra
bancosantanderes.enlinea.website,santander
bv_financeira.0,bv financeira
suporte_banco_pan_24hrs,banco pan
gabriel_gerentebancooriginal,banco original
lopes_mercadopago1,mercado livre
bradesco.callink.ialui.online,bradesco
bancobradesco.trocadepontosemdobro.com,bradesco
https://www.instagram.com/c6bank_suportec6bank/,c6 bank
https://www.tiktok.com/@votorantimfinanceiro5/?﻿,votorantim
banco_original_sp,banco original
interbrmarcia,banco inter
*.protecaobradesconetempresa.com,bradesco
lojasamericanasbr.com,americanas
*.banklyday.com.br,desconhecido
http://www.pinktigerevents.ca/,desconhecido
https://acessoo-je.blogspot.com/,desconhecido
https://www.instagram.com/lucas.m.claro/,claro
tiagorodobens,rodobens
https://github.com/Skellington/vamos/tree/7de0614d4e8df456b1a7b4f7d7e2705981cd4716,desconhecido
https://www.c6digital.online/,c6 bank
usamedigital_,ame digital
54149845548,desconhecido
boletobradesco.com,bradesco
bradescocampanhajulho.com,bradesco
https://www.instagram.com/carmen.teotonio1/,desconhecido
pontosegurosistema.info,desconhecido
ferramentas_888,desconhecido
https://www.gameloop.com/br/game/business/br.com.bb.segmais,banco do brasil
kopenhagen_varginha,kopenhagen
masteringskinceuticals,skinceuticals
americanasituverava,americanas
www.appliveloresgate.com,livelo
sni.cloudflaressl.com,desconhecido
https://www.instagram.com/assessoria.bv/,bv financeira
sac-bradesco.net,bradesco
https://www.instagram.com/c6bank_suporte__2/,c6 bank
https://www.instagram.com/atendimento.para_voce/,votorantim
https://www.instagram.com/_c6bank_._/,c6 bank
dan.sumosantander.com,santander
https://sites.google.com/view/portalatendimentos,desconhecido
pan_solucoes_s.a,banco pan
raizen-brazil.com,raizen
https://www.instagram.com/c6bank54/,c6 bank
magazineamericanas.com,americanas
https://atendvolk5wag3n.cf/volkswagen.html,banco volkswagen
useaamedigital,ame digital
santander125.zendesk.com,santander
bradescobonusaqui.io,bradesco
https://www.instagram.com/expert_em_ifood/,ifood
kopenhagen_shopp_interlagos,kopenhagen
bb_emprestimo,banco do brasil
cieloleogomes,cielo
jusbrasil_,jusbrasil
*.ama-americanas.com,americanas
bruna.emprestimosbb,banco do brasil
http://test.ref.gcp.gnrg-osdu.projects.epam.com/,desconhecido
quintoandaranuncie,quinto andar
amexdigital.com,ame digital
*.sitedaamericanas.app,americanas
http://tntpaintingllp.com/,desconhecido
api.bcpf.minutrade.bradesco.com.br,bradesco
rroque1682,desconhecido
areaclientesantander.net,santander
www.bancosantander.ws,santander
eve.machryfanclub,desconhecido
https://www.instagram.com/ifood__suporte_atendimento_/,ifood
http://genial-documents.s3.amazonaws.com/legislacao-e-regras/RLP-Divulgacao-Junho-2020.pdf,banco genial
www.santander.sl-es.co,santander
vendedorlocamerica,americanas
console.clien-bradescopf.com,bradesco
https://github.com/shweta2727/Mortgage1/blob/674c11be29d5937cc6be6593b9fc33e0350521cf/projects/santander-app/src/app/component/features/mortgage/apply-mortgage/apply-mortgage.component.html,santander
nu.invest.oficial,nubank
leandra_bancovotorantim,votorantim
jmpshell,shell
concursobb23_,banco do brasil
rodobens.skymark.net.br,rodobens
mercadolivreoficial.com.br,mercado livre
https://www.acessoportal-aymorefinanciamento.com/,santander
voutecontabilizei,contabilizei
prova_bancodobrasil,banco do brasil
americanas-sp.xyz,americanas
CocoaPods,desconhecido
https://sheikcard.com/atendimento/,desconhecido
aprendi.petrobras.com.br,petrobras
https://instagram.com/btg_financeiraa,btg pactual
https://www.instagram.com/sac_c6bank_24h/,c6 bank
banco.bradesco.premicienvios.com.br,bradesco
www.acordo-safra.ml,safra
https://instagram.com/ifoodentregadoresnatal,ifood
https://apkcombo.com/ru/plantonistas-hsl/br.org.hsl.cardapio/,sírio-libanês
https://ru.droidinformer.org/productivity/comgas-virtual/,comgas
mesamericanasemcasa.com,americanas
https://apkfun.com/down_Acelera.9390947.html,desconhecido
ourobvboletosonline.online,bv financeira
metanubank.com,nubank
https://www.instagram.com/rodobensnegocios/,rodobens
cartao_credito_mercado_pago,mercado livre
*.assetsavenue.com,avenue
https://www.instagram.com/c6bank_196/,c6 bank
https://conta-simplesweb.ml/account/,conta simples
c6_bank123,c6 bank
https://www.instagram.com/santanabzt/,desconhecido
https://www.facebook.com/rumoallcosan/,cosan
debitosonlinecpfl.pro,cpfl
https://www.instagram.com/lucasbarros_agro/,desconhecido
jhonnymaisbb,banco do brasil
*.netempresas12br.com,bradesco
expresssarzedo,desconhecido
https://www.facebook.com/profile.php?id=100089598428093,desconhecido
https://www.instagram.com/atendimentobv/,bv financeira
https://www.efood.com.br/,ifood
python-release.com,desconhecido
https://instagram.com/ifodbrasilcupons,ifood
malure_imoveis,desconhecido
http://sbz3uygdjxprsbx.centraluseuap.atlas.cloudapp.azure.com/,desconhecido
https://baixarparaandroid.com/apk/br.com.lucree.propig.app/,desconhecido
inteligentao.investimento,desconhecido
https://www.instagram.com/________fer_dsanttos_____/,desconhecido
*.debitosonlinecpfl.quest,cpfl
*.bradescoprime.info,bradesco
pan_investimentos,banco pan
http://elliottchapin.me/,desconhecido
bbmeuspontos.co,banco do brasil
bbpconsignment.com,banco do brasil
mercado_nu,nubank
bv_oficial_2023,bv financeira
sacmercado_pagobr,mercado livre
__abtrade.s,desconhecido
staging.bradescoeventos.com.br,bradesco
https://app-facilconta-web.com/#/?_ga=NJ4KFZgy4dX9FjBlbrer&op=Dun7x7kR7cawzgZEl8zxFmkVIvpgKnt1S9oP1dyifMoKOa4WJnViy38rhEeKHYKzkKwg0YB6ro7KsE8dEiVCgViBrqlIKVEwYlBVnjS73RFLSiCRR6EFEAdpyGPFoFzRwP6qEBcFo43zMGiIBxCxn2p7kCZCe5PfvGuf68Kgzs,conta simples
lp.planobradesco.rio.br,bradesco
https://www.suporte24hconsig.online/,c6 bank
https://www.instagram.com/bancorodobens1/,rodobens
c6bankmusic.com,c6 bank
www.globalconsignado.com.br,desconhecido
acessoremotoar.bradesco.com,bradesco
concursodobancodobrasil,banco do brasil
*.contasimples-plataforma.digital,conta simples
jpvqh,desconhecido
amedigitalvendas,ame digital
